Scen_fut,capex_geo_2050_mean,capex_bess_2050_mean,discount_rate_batt_2050,gas_cap_2050,no_gas_2050
Scenario1_73,3502.374685208743,537.7411268812,0.043518267,0.0,1
Scenario1_74,3631.347133468543,652.9772648157,0.1007659174,0.0,1
Scenario1_75,3504.248906488757,651.9990741303,0.0701910073,0.0,1
Scenario1_76,3558.7856423227568,737.5618189939,0.0582034558,0.0,1
Scenario1_77,3658.3504269818145,498.3049227749,0.0704287126,0.0,1
Scenario1_78,3627.0610372929855,688.2462155751,0.0792429807,0.0,1
Scenario1_79,3487.5564466539427,1104.7087874934,0.092417687,0.4929629868381687,0
Scenario1_80,3632.8640017171997,750.9431779609,0.0614532744,0.0,1
Scenario1_81,3469.951155423157,499.9401699209,0.127872969,0.0,1
Scenario1_82,3582.9115403355713,1068.9460738128,0.0963891891,1.6527320476457723,0
Scenario1_83,3500.722716235657,812.5994884296,0.1002197553,0.0505176194298093,0
Scenario1_84,3552.7020038357573,727.3345618961,0.0890456942,0.1023754735367372,0
Scenario1_85,3496.9677815032287,438.1454707471,0.0633506635,0.0,1
Scenario1_86,3513.4480769879424,687.2915152046,0.1227356868,0.0,1
Scenario1_87,3540.705380212814,465.7933068278,0.0750806653,0.0,1
Scenario1_88,3545.152979003114,1039.6359565859,0.0559338763,2.779291961029776,0
Scenario1_89,3641.3984975880144,753.6461031484,0.0430864158,0.0,1
Scenario1_90,3587.306533254571,772.0165937709,0.0902099101,0.3762879073959332,0
Scenario1_91,3475.5183663852,860.9233154002,0.1333309313,0.1628141500512916,0
Scenario1_92,3559.5494742054143,734.4433899726,0.1138012952,0.0,1
Scenario1_93,3616.0504506606426,932.9495554604,0.0883753104,0.5738842256910454,0
Scenario1_94,3503.121500577614,822.953370658,0.054506185,0.0,1
Scenario1_95,3605.683810809985,414.0982854503,0.0444386492,0.0,1
Scenario1_96,3546.5235668862283,722.1884793949,0.0992527515,0.1824513195102529,0
Scenario1_97,3562.3971129681,667.8897738127,0.0443492171,0.0,1
Scenario1_98,3599.500478684914,535.6479372659,0.1024263031,0.0,1
Scenario1_99,3510.0011692549856,476.1362548162,0.1019111466,0.0,1
Scenario1_100,3591.2697461944854,860.2639440848,0.0833999882,0.0,1
Scenario1_101,3619.702634730171,772.9220576938,0.0708656502,0.2302812908753154,0
Scenario1_102,3609.0237851169854,609.5962925332,0.0597925434,0.0,1
Scenario1_103,3677.152819094314,455.9418086759,0.0939235404,0.0,1
Scenario1_104,3613.4880270287,878.9822655038,0.1222179868,0.3147935386736814,0
Scenario1_105,3625.3781969152856,451.6405562071,0.0960726307,0.0,1
Scenario1_106,3487.7910164439854,803.4861303267,0.0807359862,0.0,1
Scenario1_107,3476.3269620542,841.4386458663,0.0740432982,0.0,1
Scenario1_108,3484.8451269144857,472.8308073631,0.0670966476,0.0,1
Scenario1_109,3521.006857715,606.8999168974,0.0667218206,0.0,1
Scenario1_110,3651.9903495190856,434.1114843142,0.0677088641,0.0,1
Scenario1_111,3676.4909633523284,1163.0045558894,0.081557609,3.3716451973633976,0
Scenario1_112,3470.3775977722994,567.2943374747,0.0940076403,0.0,1
Scenario1_113,3672.0733306710854,678.0426861795,0.08610664,0.0,1
Scenario1_114,3610.620873984314,1063.4494706072,0.0538055754,2.774063073557304,0
Scenario1_115,3660.0664490029712,418.6471228081,0.0897029708,0.0,1
Scenario1_116,3674.7900101422424,1101.8490909841,0.0560105025,3.038705399336896,0
Scenario1_117,3499.0723725353428,440.8755337192,0.0996126723,0.0,1
Scenario1_118,3475.1058593678713,746.7330495203,0.0573062961,0.0,1
Scenario1_119,3478.7524864293855,897.8322951462,0.075342596,0.6018701640403765,0
Scenario1_120,3635.9100415659,1045.5741322569,0.0595005795,0.0,1
Scenario1_121,3630.3750975614857,448.7713602814,0.0844093066,0.0,1
Scenario1_122,3666.085302321871,875.873490939,0.0641788711,0.0,1
Scenario1_123,3504.5892931331996,543.0677393621,0.0609793262,0.0,1
Scenario1_124,3571.489314824414,556.4638427517,0.0551167736,0.0,1
Scenario1_125,3647.412472307214,1042.209961912,0.0681215654,0.0,1
Scenario1_126,3604.807643357814,478.0323397565,0.1123036762,0.0,1
Scenario1_127,3489.3956997426712,568.246381887,0.0479294295,0.0,1
Scenario1_128,3598.1199416741288,519.9098345796,0.0484369809,0.0,1
Scenario1_129,3660.4802267146574,972.7010182901,0.0520136095,0.3813120813592951,0
Scenario1_130,3582.48053398,587.8757224787,0.0556550025,0.0,1
Scenario1_131,3494.380407640157,984.3915851328,0.0457505959,0.0,1
Scenario1_132,3607.9121466272854,951.587547881,0.0877339779,0.0,1
Scenario1_133,3638.9934701760712,480.2011147997,0.0764040669,0.0,1
Scenario1_134,3508.7453740468995,403.2861320802,0.0987918757,0.0,1
Scenario1_135,3474.3144893937856,1016.8777286461,0.1121861484,0.277596374878131,0
Scenario1_136,3631.947501819071,968.6998778269,0.079745341,0.0,1
Scenario1_137,3476.1824039321286,915.9512073731,0.0659977715,0.4939265044197575,0
Scenario1_138,3596.4280586922714,1023.7297816039,0.1198117841,0.6836977040984588,0
Scenario1_139,3579.815164613314,579.8574714136,0.0722883035,0.0,1
Scenario1_140,3496.9179549001424,1148.3455651188,0.0715546323,3.825963673097662,0
Scenario1_141,3492.801963565014,1131.2195203866,0.0868320518,3.293047596645736,0
Scenario1_142,3621.593231310743,828.5692347898,0.0607616981,0.0,1
Scenario1_143,3543.5478348538713,509.3386401624,0.0526690186,0.0,1
Scenario1_144,3661.4464113605713,1133.7567794718,0.1271767599,0.4556362884745411,0
Scenario1_145,3595.4729232375857,496.050650773,0.1074381666,0.0,1
Scenario1_146,3483.121213825943,1048.2048405581,0.0592256912,2.568404124534977,0
Scenario1_147,3645.4436989134997,482.8620503012,0.0621806426,0.0,1
Scenario1_148,3484.250548105843,501.3657191754,0.0742996027,0.0,1
Scenario1_149,3569.3113478965856,629.7450942317,0.1237818791,0.0,1
Scenario1_150,3549.0929082779717,431.729304452,0.1021266538,0.0,1
Scenario1_151,3668.6160258667996,531.8000896708,0.0480625137,0.0,1
Scenario1_152,3523.922586237157,711.2340334586,0.1284538164,0.0,1
Scenario1_153,3515.1241731489285,584.0437450117,0.1200557495,0.0,1
Scenario1_154,3497.690452849557,506.1631624093,0.0766630373,0.0,1
Scenario1_155,3672.485650289843,432.285702053,0.0778978554,0.0,1
Scenario1_156,3628.9574313774715,946.6859337737,0.0544767782,0.0,1
Scenario1_157,3635.7458953994715,485.9015350602,0.077566285,0.0,1
Scenario1_158,3585.733640700871,463.759686322,0.0699139838,0.0,1
Scenario1_159,3553.8322767547284,456.7453519388,0.0833800453,0.0,1
Scenario1_160,3567.408033133271,792.9564150159,0.0852004192,0.1133917508784062,0
Scenario1_161,3583.858060883714,528.6145654818,0.0849331341,0.0,1
Scenario1_162,3471.8663137992285,640.0300485395,0.1089302066,0.0,1
Scenario1_163,3503.930480294457,723.8457920194,0.1243055929,0.0115819758431685,0
Scenario1_164,3655.731530439,1094.2795869861,0.0866265078,6.082204533312359,0
Scenario1_165,3608.2214868885426,540.5154292623,0.0762638426,0.0,1
Scenario1_166,3508.9276797628854,405.0258441058,0.1190533518,0.0,1
Scenario1_167,3471.2621057384854,1074.6854638504,0.0730193278,0.7501717186699912,0
Scenario1_168,3505.058612866557,1029.7292072668,0.1210807242,0.6784277189994657,0
Scenario1_169,3520.252898303757,970.8568252142,0.0818796056,0.1418422377722314,0
Scenario1_170,3623.105241339929,986.9174560067,0.1027504132,0.3198996534517436,0
Scenario1_171,3472.3264488360714,697.4204929482,0.0959315957,0.0,1
Scenario1_172,3505.637823611357,809.0922227234,0.0972814649,0.0,1
Scenario1_173,3496.369567565314,895.3036892199,0.0490714069,0.0,1
Scenario1_174,3486.551283068214,504.4648612286,0.0846965572,0.0,1
Scenario1_175,3495.2238881104,443.2363234813,0.0887430724,0.0,1
Scenario1_176,3556.743189518171,1052.2637931178,0.120485964,1.0054500148872862,0
Scenario1_177,3560.0887185113857,908.5918841885,0.0531052454,0.0,1
Scenario1_178,3634.3698418856284,729.0716435645,0.1322165503,0.0,1
Scenario1_179,3588.167179214757,746.1377309823,0.0892063741,0.0,1
Scenario1_180,3486.9074914169287,828.2916233491,0.0969861762,0.198437242151065,0
Scenario1_181,3482.265577505171,1114.5225586375,0.0989683087,2.7470541215666926,0
Scenario1_182,3614.548689245214,550.1892147375,0.0645897425,0.0,1
Scenario1_183,3679.477091982186,838.6481965942,0.1015345323,0.3273038975551727,0
Scenario1_184,3492.671233408414,452.3432542602,0.0954834512,0.0,1
Scenario1_185,3662.2838426491285,978.6088357766,0.0813100649,0.0,1
Scenario1_186,3488.4832539693853,939.8220470244,0.0661357077,0.0,1
Scenario1_187,3533.9301441628713,795.4264263406,0.0751997492,0.0,1
Scenario1_188,3535.992415449214,562.298274852,0.1253170425,0.0,1
Scenario1_189,3541.064249746957,493.2737740394,0.052788221,0.0,1
Scenario1_190,3497.8200016095143,1066.3759617616,0.1148653824,3.1804394696464127,0
Scenario1_191,3654.3288965608567,780.5344392776,0.1313400461,0.0,1
Scenario1_192,3620.819838067443,1056.5043340637,0.0564340861,7.0601626931214,0
Scenario1_193,3577.5332058681856,1140.4965603899,0.1257525704,2.7691285864848822,0
Scenario1_194,3480.973899411814,704.7579286909,0.0976267145,0.0,1
Scenario1_195,3522.555805862571,643.4812686437,0.0830709168,0.0,1
Scenario1_196,3633.9351519052284,412.6896627315,0.0823970033,0.0,1
Scenario1_197,3502.6922631056286,611.8117542909,0.0587908651,0.0,1
Scenario1_198,3572.4458086612713,990.2004546389,0.1007143233,0.0,1
Scenario1_199,3648.7027720857996,674.9243562499,0.0781926319,0.0,1
Scenario1_200,3488.7283215433713,445.3687598877,0.0932682314,0.0,1
Scenario1_201,3486.3605458254715,618.1596479151,0.0689918828,0.0,1
Scenario1_202,3620.2713722009426,1032.2901677885,0.0629103874,0.0396022813417162,0
Scenario1_203,3501.815187039971,1109.1936570829,0.0630436796,2.9701940990171134,0
Scenario1_204,3557.1705224835714,919.0497743977,0.0452267697,0.0,1
Scenario1_205,3535.1775675685285,982.1911792323,0.0611349786,0.8612567243613112,0
Scenario1_206,3511.4298324738425,1082.7349455368,0.1147556326,8.21725058878322,0
Scenario1_207,3556.2178013995426,623.2015320363,0.0576019216,0.0,1
Scenario1_208,3472.9683452168283,407.8719252282,0.077133736,0.0,1
Scenario1_209,3477.0555237506137,1011.0133803701,0.1128847384,0.203209808938696,0
Scenario1_210,3524.3049604771427,443.5529731086,0.0498279196,0.0,1
Scenario1_211,3485.5868823191427,502.6336722392,0.1066140663,0.0,1
Scenario1_212,3531.1317729849284,832.6355607026,0.0450054863,0.0,1
Scenario1_213,3508.2397925019,759.3850509525,0.0678886664,0.0,1
Scenario1_214,3548.590196066543,922.9634920052,0.0726861008,0.0,1
Scenario1_215,3565.6494255842,437.322077269,0.0534119236,0.0,1
Scenario1_216,3545.545638173814,919.4991160228,0.1067708923,0.5900158877442481,0
Scenario1_217,3618.764593859814,599.8052640208,0.0871089702,0.0,1
Scenario1_218,3574.8670559146,944.8449541434,0.0554119935,0.0,1
Scenario1_219,3492.2501646353426,681.1345077156,0.0586403384,0.0,1
Scenario1_220,3678.8178216039,847.7207256808,0.0817482134,0.0,1
Scenario1_221,3503.435450793971,1001.7027592535,0.0913351436,0.0,1
Scenario1_222,3482.0250583515854,885.5881230415,0.093509445,0.1790177651559856,0
Scenario1_223,3538.9403114564852,410.8717954079,0.0786692561,0.0,1
Scenario1_224,3480.2887162454285,572.0042601167,0.1111047742,0.0,1
Scenario1_225,3499.7850376768997,421.6728120878,0.0930057412,0.0,1
Scenario1_226,3565.043352680157,1013.7682182716,0.0472619643,1.2605314646716337,0
Scenario1_227,3651.0740993832287,545.6774159918,0.0734886822,0.0,1
Scenario1_228,3576.042870904014,765.2424054426,0.0925860335,0.0,1
Scenario1_229,3511.9796348547284,492.430578605,0.0828206916,0.0,1
Scenario1_230,3644.9645215835,869.5432531235,0.1174682248,0.0673228916023894,0
Scenario1_231,3571.5304548739427,464.7226757416,0.0946299597,0.0,1
Scenario1_232,3470.7008765818714,486.2465088102,0.091570338,0.0,1
Scenario1_233,3473.8368747853283,1121.6790733138,0.1014380981,0.2911430329136186,0
Scenario1_234,3642.3016269381565,1096.3832657985,0.1157025582,1.2647956865295618,0
Scenario1_235,3507.8607691287857,647.3798106295,0.0684828354,0.0639772366221267,0
Scenario1_236,3673.2301457435424,614.8359632984,0.0906226403,0.0,1
Scenario1_237,3664.0051248077857,816.9960382738,0.1328681459,0.4701127719914066,0
Scenario1_238,3653.417072956686,1145.7279546472,0.1032230401,2.536237846431569,0
Scenario1_239,3561.4133373441996,459.5604973701,0.1078265219,0.0,1
Scenario1_240,3491.3043518248282,762.4513331688,0.0488421294,0.0,1
Scenario1_241,3575.3154461155427,637.4623298786,0.0476653701,0.0,1
Scenario1_242,3590.3406673061427,488.9926916418,0.088557195,0.0,1
Scenario1_243,3586.162380693943,430.2810534346,0.1216368305,0.0,1
Scenario1_244,3648.497085912643,1119.9418335272,0.1289029015,0.5890939516573529,0
Scenario1_245,3479.2874904646137,472.6330302958,0.0746171307,0.0,1
Scenario1_246,3617.3359155981284,844.1105750511,0.088020957,0.0,1
Scenario1_247,3479.9076304883283,511.6752220799,0.0456063213,0.0,1
Scenario1_248,3536.9033428339,435.7724533053,0.0981794267,0.0,1
Scenario1_249,3529.2449414515286,1088.5581883819,0.0510222272,1.6562347040241152,0
Scenario1_250,3480.4900922710854,692.3217006123,0.07948084,0.0696174381369534,0
Scenario1_251,3551.605323946414,890.607406576,0.102660512,0.1000917205887977,0
Scenario1_252,3602.888904377143,819.8038715487,0.0716917351,0.0,1
Scenario1_253,3534.9812052278426,851.7706769615,0.0515465774,0.0,1
Scenario1_254,3485.332082651457,866.0367496432,0.0809904031,0.1895609293022438,0
Scenario1_255,3528.3856432841426,660.8990905344,0.0822702522,0.0,1
Scenario1_256,3532.213224363471,461.1230075668,0.083878215,0.0,1
Scenario1_257,3626.2791294634567,834.371789767,0.113590721,0.1636564791172026,0
Scenario1_258,3642.947841142028,768.6393641837,0.0758064556,0.1702522789621247,0
Scenario1_259,3669.335315130686,796.9915681474,0.0459373573,0.0,1
Scenario1_260,3476.979298691457,521.8793185226,0.1094654523,0.0,1
Scenario1_261,3593.2503787515425,739.9442852394,0.1303274608,0.5171002106965641,0
Scenario1_262,3493.6116017891713,904.1338309201,0.0601459918,0.0,1
Scenario1_263,3514.0132301263143,701.0917131864,0.1058245299,0.0,1
Scenario1_264,3555.1280731212714,624.0790773024,0.0857754281,0.0,1
Scenario1_265,3588.9615843849715,515.2460114535,0.1056652189,0.0,1
Scenario1_266,3569.921761418214,887.9054540391,0.0568720113,0.0,1
Scenario1_267,3490.972373859,552.3994110158,0.057144667,0.0,1
Scenario1_268,3566.806387195414,1089.2626929446,0.0804512389,0.5776911588474548,0
Scenario1_269,3533.176152932528,657.3080684145,0.0462035936,0.0,1
Scenario1_270,3616.928517896414,555.3603652682,0.0486405202,0.0,1
Scenario1_271,3677.683774405557,936.6665894275,0.0432537664,0.0,1
Scenario1_272,3669.9900403673855,901.1208722437,0.0983690144,0.1652202989444638,0
Scenario1_273,3580.139014378257,439.1891030892,0.0508788453,0.0,1
Scenario1_274,3584.5028155162286,454.5696502837,0.073241965,0.0,1
Scenario1_275,3589.567827430514,626.8001457999,0.1185017882,0.0,1
Scenario1_276,3483.7754158290854,1165.5403067816,0.1297691907,0.9135189319221214,0
Scenario1_277,3482.925275558471,1060.7632619957,0.0899329548,0.3551845606583679,0
Scenario1_278,3612.6377717448568,869.3070509392,0.0707693549,0.0,1
Scenario1_279,3500.836190679586,873.6633835866,0.0986959071,0.0,1
Scenario1_280,3549.8122985479,575.9057524462,0.1232199593,0.0,1
Scenario1_281,3656.6608630750425,561.8291112735,0.0725648706,0.0,1
Scenario1_282,3507.306362818557,588.7726869861,0.0919386116,0.0,1
Scenario1_283,3478.0011393531286,450.2326515008,0.0800964866,0.0,1
Scenario1_284,3640.9151521777426,957.5178054233,0.1003771399,0.2276031639647739,0
Scenario1_285,3544.211514366257,1037.3406244693,0.1087010147,0.3740427000851749,0
Scenario1_286,3519.8053298517852,927.1008543688,0.0547918966,0.0,1
Scenario1_287,3597.405288935043,1035.6143332426,0.0635965142,0.1323990495777691,0
Scenario1_288,3499.4007992214715,998.7816908056,0.0871681458,0.3334873039120886,0
Scenario1_289,3606.9181477023144,670.4821886801,0.0582648178,0.0,1
Scenario1_290,3611.3443980590428,417.5416071072,0.1265188212,0.0,1
Scenario1_291,3518.759614711186,994.2298346826,0.0665419659,0.3699189909719124,0
Scenario1_292,3527.9792839303286,905.8995210919,0.0862224862,0.1962049541970941,0
Scenario1_293,3671.0276532030716,662.638001623,0.0929005167,0.2387179634525047,0
Scenario1_294,3510.8509918234427,426.0579167239,0.0745856499,0.0,1
Scenario1_295,3506.9935371134857,1161.8975241286,0.1103469436,7.54963525886549,0
Scenario1_296,3594.3982867895284,1099.2967530555,0.0718523855,2.569002866018084,0
Scenario1_297,3680.7624921867714,592.4737694691,0.1166270612,0.0,1
Scenario1_298,3649.6824996092573,1112.2156509612,0.0875194536,0.1510199303919358,0
Scenario1_299,3540.0096851687713,1129.8770895666,0.0999394147,1.4205618787860417,0
Scenario1_300,3601.890328659843,1151.9307929031,0.1012086528,6.433795176565186,0
